EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,Attrition
EMP0605,22,Female,Finance,Finance Manager,1,305784.46,2,2,No,31,8,3,4,Yes
EMP0606,42,Male,Finance,Financial Analyst,17,122728.08,4,1,No,11,4,0,2,No
EMP0607,27,Female,Finance,Financial Analyst,9,174669.68,2,3,No,15,3,1,4,Yes
EMP0608,49,Male,Sales,Sales Representative,16,51032.14,3,2,No,10,4,2,3,No
EMP0609,38,Male,Sales,Sales Representative,12,87528.16,4,3,No,43,8,1,1,Yes
EMP0610,26,Female,HR,Recruiter,17,51211.43,1,1,No,23,6,3,3,No
EMP0611,52,Female,IT,System Admin,12,94229.43,1,1,Yes,3,7,3,4,Yes
EMP0612,26,Female,IT,System Admin,16,108631.02,3,3,Yes,3,3,4,2,No
EMP0613,59,Female,Sales,Sales Executive,4,41412.16,4,3,No,18,7,1,4,No
EMP0614,24,Female,Sales,Sales Representative,10,107993.61,2,3,Yes,25,5,0,4,No
EMP0615,44,Male,Sales,Sales Manager,6,298393.81,1,4,Yes,43,4,6,4,No
EMP0616,58,Male,Operations,Operations Executive,9,41439.94,3,4,No,20,6,1,4,No
EMP0617,58,Male,Sales,Sales Manager,16,256885.46,3,4,Yes,58,5,2,4,Yes
EMP0618,31,Male,HR,HR Manager,14,190215.07,4,4,Yes,29,2,3,1,No
EMP0619,31,Female,Sales,Sales Representative,17,93031.31,4,2,No,22,4,3,3,No
EMP0620,40,Female,HR,HR Executive,18,98298.13,1,1,No,50,8,1,2,Yes
EMP0621,38,Male,IT,System Admin,1,39521.69,3,3,No,57,6,1,4,No
EMP0622,42,Male,Operations,Logistics Officer,3,75552.59,2,1,No,15,3,5,2,No
EMP0623,35,Female,Operations,Operations Manager,2,353656.26,3,3,No,39,6,1,1,No
EMP0624,30,Male,IT,Data Analyst,6,192339.56,2,1,No,10,4,5,3,No
EMP0625,22,Female,Operations,Operations Executive,17,76216.61,2,2,No,21,1,2,4,Yes
EMP0626,34,Female,Operations,Operations Manager,9,387569.81,1,4,Yes,55,5,2,1,Yes
EMP0627,25,Female,Finance,Finance Manager,6,283922.24,3,1,Yes,52,6,0,1,Yes
EMP0628,22,Male,Finance,Financial Analyst,7,127302.86,2,3,No,29,7,1,3,No
EMP0629,53,Male,Sales,Sales Executive,5,106338.28,4,1,No,32,5,0,4,No
EMP0630,55,Female,HR,HR Executive,0,74368.44,2,2,No,10,7,6,3,No
EMP0631,49,Female,Sales,Sales Manager,3,267975.63,4,2,No,13,6,4,3,No
EMP0632,52,Male,Sales,Sales Manager,13,272578.12,4,1,No,47,1,2,2,No
EMP0633,29,Female,Operations,Logistics Officer,16,106210.65,3,4,No,23,5,3,2,No
EMP0634,47,Male,IT,Software Engineer,19,104874.74,4,3,No,50,8,5,3,No
EMP0635,55,Female,Finance,Accountant,17,66316.8,2,2,Yes,23,5,4,2,No
EMP0636,24,Male,Finance,Accountant,10,59996.99,4,2,No,31,3,3,1,No
EMP0637,33,Female,Operations,Operations Manager,20,272982.01,3,1,Yes,4,6,4,3,Yes
EMP0638,22,Male,Operations,Operations Executive,13,81549.53,1,2,No,52,2,0,4,Yes
EMP0639,26,Male,Sales,Sales Representative,8,51450.35,2,2,No,49,4,0,4,Yes
EMP0640,51,Male,Sales,Sales Executive,14,101455.96,2,3,No,3,0,5,1,No
EMP0641,51,Male,IT,IT Support,11,73783.45,3,4,No,21,9,2,4,No
EMP0642,38,Female,Sales,Sales Executive,9,60064.1,3,3,No,53,2,6,4,No
EMP0643,44,Female,Sales,Sales Manager,18,176705.25,3,4,No,2,7,5,3,Yes
EMP0644,36,Male,IT,System Admin,18,51496.06,3,3,No,4,8,6,1,No
EMP0645,58,Male,Finance,Financial Analyst,5,193913.74,2,1,No,1,8,3,3,No
EMP0646,42,Female,HR,Recruiter,19,57458.97,1,2,No,15,9,4,1,No
EMP0647,35,Female,IT,System Admin,5,45197.34,4,4,No,57,1,5,3,No
EMP0648,23,Female,HR,HR Executive,7,71460.55,4,1,Yes,33,3,6,3,No
EMP0649,32,Male,Sales,Sales Executive,0,57637.9,1,2,No,6,4,1,2,Yes
EMP0650,59,Male,Sales,Sales Executive,16,33164.33,1,2,No,7,2,1,4,Yes
EMP0651,55,Female,Finance,Financial Analyst,16,118777.43,1,2,No,19,0,2,1,Yes
EMP0652,59,Male,HR,HR Executive,14,78969.78,3,3,No,44,5,6,4,No
EMP0653,55,Female,Finance,Finance Manager,6,287928.09,2,1,No,1,9,5,2,Yes
EMP0654,39,Male,Sales,Sales Representative,18,62090.3,2,1,No,39,1,3,1,No
EMP0655,51,Female,Finance,Accountant,2,70257.25,2,2,No,19,8,1,2,No
EMP0656,36,Male,HR,Recruiter,10,116896.61,3,4,No,45,0,2,4,No
EMP0657,48,Female,HR,HR Executive,19,63961.36,2,1,Yes,26,8,5,3,No
EMP0658,55,Male,HR,HR Executive,18,53240.41,3,3,No,44,6,2,2,Yes
EMP0659,59,Female,Operations,Operations Manager,8,210866.76,2,4,Yes,12,9,3,2,Yes
EMP0660,54,Male,HR,HR Executive,9,71198.82,1,4,Yes,22,1,1,3,No
EMP0661,45,Female,HR,HR Executive,1,98356.81,4,4,No,13,5,1,4,Yes
EMP0662,36,Female,Operations,Operations Executive,0,48538.94,4,4,Yes,28,7,1,2,No
EMP0663,51,Female,Finance,Financial Analyst,15,165115.54,3,1,No,14,1,6,4,No
EMP0664,38,Female,IT,IT Support,17,31903.48,2,2,No,22,4,0,3,No
EMP0665,26,Female,Finance,Financial Analyst,16,130271.96,4,4,No,30,5,6,1,No
EMP0666,50,Female,IT,IT Support,5,99827.86,1,3,No,44,2,1,2,Yes
EMP0667,25,Male,Sales,Sales Manager,13,234683.24,1,3,Yes,20,1,4,4,No
EMP0668,31,Female,HR,HR Executive,14,80736.34,1,2,No,44,5,0,3,Yes
EMP0669,38,Male,Operations,Operations Executive,13,48448.13,3,1,Yes,27,2,5,3,Yes
EMP0670,31,Male,Operations,Operations Manager,2,335498.85,3,2,No,38,1,6,2,Yes
EMP0671,38,Male,IT,System Admin,18,34705.12,2,4,No,59,0,0,1,Yes
EMP0672,41,Male,IT,Data Analyst,11,182305.12,1,1,No,42,7,0,2,No
EMP0673,45,Female,Sales,Sales Representative,1,47837.67,2,1,No,52,0,6,4,Yes
EMP0674,26,Female,Operations,Logistics Officer,2,108695.82,2,4,No,56,4,6,3,No
EMP0675,55,Female,Operations,Operations Executive,17,61727.63,1,3,No,41,5,0,1,No
EMP0676,27,Male,HR,Recruiter,0,95041.52,2,4,No,34,2,2,4,No
EMP0677,23,Male,Finance,Accountant,19,58730.28,4,2,Yes,39,6,4,2,No
EMP0678,34,Male,Finance,Financial Analyst,20,188709.4,3,4,No,41,1,3,3,No
EMP0679,32,Male,HR,HR Manager,5,181659.28,2,3,No,57,6,1,2,No
EMP0680,44,Male,Sales,Sales Representative,4,46066.78,1,4,No,44,1,6,1,Yes
EMP0681,37,Male,IT,Software Engineer,0,74372.71,3,2,Yes,37,4,0,1,Yes
EMP0682,52,Male,HR,HR Executive,18,37374.46,3,2,No,1,6,3,1,No
EMP0683,32,Female,HR,Recruiter,0,47638.22,2,3,Yes,54,2,6,1,No
EMP0684,37,Female,IT,Software Engineer,20,114938.97,4,2,Yes,15,3,2,1,Yes
EMP0685,29,Female,Operations,Operations Manager,20,394122.42,2,2,No,32,0,3,2,Yes
EMP0686,25,Female,Sales,Sales Representative,15,63863.34,4,4,No,8,2,0,1,Yes
EMP0687,25,Female,IT,System Admin,11,113095.74,3,1,No,33,8,5,1,No
EMP0688,46,Male,HR,HR Manager,7,286206.17,2,2,No,18,9,4,3,No
EMP0689,24,Female,HR,HR Executive,15,54276.82,1,2,No,45,4,3,1,No
EMP0690,53,Female,HR,HR Manager,0,325599.68,2,3,Yes,29,7,6,3,No
EMP0691,24,Male,Sales,Sales Executive,3,89301.16,4,3,No,32,1,0,3,No
EMP0692,48,Male,Sales,Sales Manager,9,397281.33,4,4,Yes,33,2,6,3,No
EMP0693,50,Female,HR,HR Executive,10,53854.26,2,4,No,5,6,0,2,No
EMP0694,53,Male,HR,HR Executive,16,90485.36,4,2,Yes,18,9,1,2,No
EMP0695,40,Female,Sales,Sales Executive,6,34682.14,3,1,Yes,48,3,5,4,No
EMP0696,42,Female,Finance,Financial Analyst,11,93637.52,2,1,No,58,8,1,4,Yes
EMP0697,26,Male,IT,Data Analyst,20,80470.2,4,4,Yes,10,6,5,3,No
EMP0698,39,Male,HR,HR Executive,6,119951.46,2,3,Yes,36,0,4,2,No
EMP0699,49,Male,Finance,Financial Analyst,11,176272.84,2,2,No,33,3,1,1,Yes
EMP0700,43,Male,Sales,Sales Manager,14,346680.75,1,2,Yes,23,9,4,4,Yes
EMP0701,42,Male,Sales,Sales Manager,1,277431.52,2,1,Yes,40,5,6,2,No
EMP0702,27,Female,Finance,Financial Analyst,13,116008.05,1,4,No,5,5,2,1,Yes
EMP0703,22,Male,HR,HR Manager,12,187816.07,4,1,No,34,9,2,1,No
EMP0704,26,Male,HR,HR Executive,3,55620.73,1,1,No,24,5,5,2,Yes
EMP0705,33,Male,Finance,Accountant,13,63837.41,1,4,No,17,4,5,4,Yes
EMP0706,47,Female,Finance,Finance Manager,13,339077.52,1,3,No,31,2,1,2,Yes
EMP0707,55,Male,Operations,Logistics Officer,15,78569.56,3,2,No,7,1,2,4,No
EMP0708,35,Male,IT,Software Engineer,6,36973.53,1,3,No,17,2,3,3,Yes
EMP0709,47,Female,IT,Data Analyst,18,82163.48,2,4,Yes,28,8,3,2,No
EMP0710,48,Female,IT,IT Support,1,39209.9,1,4,No,38,2,6,2,No
EMP0711,30,Male,Sales,Sales Representative,9,66944.88,2,2,No,22,2,3,4,No
EMP0712,47,Female,HR,HR Manager,17,383298.23,1,3,No,15,0,6,4,No
EMP0713,43,Male,Sales,Sales Representative,16,87366.22,3,2,Yes,37,1,2,2,No
EMP0714,51,Male,Operations,Operations Manager,4,350456.47,4,1,Yes,15,2,3,1,No
EMP0715,38,Male,HR,HR Manager,11,266593.65,1,1,No,50,1,4,1,No
EMP0716,47,Male,HR,HR Manager,5,240416.52,1,1,Yes,50,7,0,1,Yes
EMP0717,57,Female,IT,IT Support,8,39756.03,3,3,No,25,5,5,3,Yes
EMP0718,22,Male,Sales,Sales Executive,19,108833.97,1,1,No,53,6,1,3,Yes
EMP0719,29,Male,Sales,Sales Representative,0,100484.4,2,2,No,21,0,6,4,Yes
EMP0720,56,Female,IT,IT Support,14,45130.63,1,3,Yes,55,5,4,3,Yes
EMP0721,36,Female,Sales,Sales Executive,20,76103.45,1,2,No,38,1,3,1,No
EMP0722,43,Male,HR,HR Manager,5,271843.7,4,4,No,2,5,0,2,No
EMP0723,35,Female,Operations,Operations Executive,18,86258.24,4,3,No,27,2,1,3,No
EMP0724,47,Male,Operations,Logistics Officer,17,115156.82,1,2,Yes,49,6,4,3,No
EMP0725,49,Female,HR,HR Manager,5,294942.86,3,2,Yes,32,2,1,1,No
EMP0726,44,Female,Sales,Sales Representative,12,78619.55,4,3,No,21,8,6,3,No
EMP0727,35,Female,Operations,Operations Manager,0,162580.73,1,4,Yes,4,2,6,4,Yes
EMP0728,45,Male,Operations,Operations Executive,12,35661.67,4,3,No,44,6,5,2,No
EMP0729,23,Male,Sales,Sales Representative,6,46861.21,1,1,No,19,3,2,1,Yes
EMP0730,47,Male,Finance,Financial Analyst,14,83896.49,4,1,No,2,7,6,4,No
EMP0731,35,Male,Sales,Sales Manager,11,335838.22,4,4,No,26,1,3,1,No
EMP0732,28,Male,Finance,Accountant,0,95099.73,2,2,Yes,34,7,4,4,No
EMP0733,24,Female,Operations,Logistics Officer,14,42245.06,1,2,Yes,14,8,4,2,Yes
EMP0734,44,Male,Sales,Sales Representative,3,105247.1,1,2,Yes,15,7,0,2,No
EMP0735,39,Male,Operations,Logistics Officer,12,43930.74,1,3,Yes,20,5,0,4,Yes
EMP0736,59,Female,HR,Recruiter,4,57105.8,1,3,No,34,9,0,4,Yes
EMP0737,56,Male,Operations,Operations Manager,1,212244.22,4,4,Yes,36,0,1,4,No
EMP0738,36,Female,IT,IT Support,0,63507.64,2,1,No,19,6,3,4,No
EMP0739,46,Male,Finance,Financial Analyst,15,110559.65,2,2,No,9,0,1,4,No
EMP0740,58,Male,Sales,Sales Executive,5,74005.58,3,1,No,7,6,3,4,Yes
EMP0741,49,Male,IT,Software Engineer,15,66666.71,1,3,Yes,30,1,4,2,No
EMP0742,31,Male,Sales,Sales Manager,13,396642.37,3,3,Yes,13,7,6,4,No
EMP0743,38,Female,Operations,Logistics Officer,2,35033.37,4,3,Yes,27,1,6,3,No
EMP0744,43,Male,Finance,Finance Manager,14,185545.34,3,1,No,44,2,1,2,No
EMP0745,47,Male,Operations,Operations Executive,2,34754.33,1,4,Yes,35,2,1,1,No
EMP0746,46,Male,Operations,Operations Executive,1,86325.71,2,4,No,13,0,1,2,No
EMP0747,38,Male,Sales,Sales Representative,0,34905.83,2,3,No,15,4,2,1,No
EMP0748,34,Female,IT,IT Support,8,105279.58,1,2,No,46,4,5,1,Yes
EMP0749,41,Male,Sales,Sales Executive,8,76074.48,4,1,No,56,9,3,3,Yes
EMP0750,46,Female,Sales,Sales Representative,6,77430.69,1,3,Yes,9,4,6,4,Yes
EMP0751,25,Female,Sales,Sales Representative,2,80543.51,4,1,No,45,8,3,4,No
EMP0752,31,Female,IT,IT Support,17,45373.23,2,1,No,23,5,1,2,No
EMP0753,24,Female,Sales,Sales Executive,10,47792.13,4,4,No,54,5,2,4,No
EMP0754,39,Male,Sales,Sales Representative,6,58693.56,1,3,No,36,2,1,3,No
EMP0755,57,Male,Sales,Sales Manager,8,298374.1,1,4,No,53,4,3,2,Yes
EMP0756,43,Male,Sales,Sales Representative,0,48910.6,1,3,Yes,40,9,5,2,No
EMP0757,55,Female,Operations,Logistics Officer,13,40469.86,4,1,Yes,3,6,6,2,Yes
EMP0758,29,Female,Finance,Accountant,19,117310.52,4,4,Yes,34,2,5,4,No
EMP0759,40,Male,Operations,Logistics Officer,5,31978.36,4,1,Yes,19,1,4,4,Yes
EMP0760,58,Female,IT,Software Engineer,6,102242.77,2,3,Yes,28,4,2,4,No
EMP0761,27,Male,Sales,Sales Manager,9,347008.79,3,2,No,23,2,5,2,No
EMP0762,47,Female,Finance,Finance Manager,6,224303.53,3,4,No,40,4,2,2,No
EMP0763,55,Male,IT,System Admin,1,42206.4,1,4,No,49,8,1,1,Yes
EMP0764,27,Female,Sales,Sales Representative,3,43106.58,2,1,No,45,9,4,1,Yes
EMP0765,58,Female,Sales,Sales Manager,20,324357.9,4,1,No,7,0,3,4,Yes
EMP0766,54,Male,Sales,Sales Executive,16,87852.59,1,2,Yes,41,3,5,2,Yes
EMP0767,43,Male,Sales,Sales Representative,0,100447.11,2,4,Yes,12,9,5,4,No
EMP0768,42,Male,IT,Data Analyst,9,192497.74,1,3,No,14,4,0,4,No
EMP0769,27,Male,HR,HR Manager,18,322981.84,2,3,Yes,46,1,6,1,No
EMP0770,27,Male,Sales,Sales Manager,14,188962.88,2,4,Yes,15,1,3,3,No
EMP0771,25,Female,Sales,Sales Manager,9,210860.65,3,4,Yes,3,0,5,4,No
EMP0772,51,Female,Finance,Accountant,18,105797.44,1,4,Yes,15,7,5,3,No
EMP0773,32,Male,Sales,Sales Manager,11,202326.52,4,2,No,51,1,3,3,No
EMP0774,51,Male,IT,Data Analyst,15,88702.68,3,3,No,24,2,4,2,No
EMP0775,52,Female,Operations,Logistics Officer,8,93295.2,3,3,No,52,1,2,2,No
EMP0776,45,Female,Sales,Sales Manager,14,250631.59,4,1,No,46,3,3,4,Yes
EMP0777,30,Male,Sales,Sales Representative,16,112803.6,2,1,No,8,0,2,1,No
EMP0778,24,Female,IT,IT Support,13,88522.96,4,4,Yes,5,2,4,1,No
EMP0779,52,Male,IT,System Admin,17,38137.71,1,1,Yes,51,4,4,4,Yes
EMP0780,58,Male,HR,HR Manager,1,386964.14,4,2,Yes,4,9,1,4,No
EMP0781,57,Male,Finance,Finance Manager,3,214639.32,2,3,No,14,0,0,1,Yes
EMP0782,45,Male,Sales,Sales Representative,17,60349.12,4,3,No,16,3,4,3,No
EMP0783,52,Male,HR,Recruiter,6,66203.44,2,1,No,20,5,4,4,Yes
EMP0784,27,Female,IT,Data Analyst,12,86146.92,2,4,Yes,24,3,2,3,No
EMP0785,23,Female,Sales,Sales Representative,14,74686.39,1,1,No,6,6,4,4,No
EMP0786,41,Female,HR,Recruiter,0,41098.66,4,4,No,55,6,3,4,No
EMP0787,49,Male,Sales,Sales Manager,10,250242.58,4,2,No,57,5,1,3,Yes
EMP0788,32,Male,IT,System Admin,9,61563.88,1,3,No,31,8,1,3,No
EMP0789,25,Female,Sales,Sales Manager,4,343210.02,2,2,No,6,1,3,1,No
EMP0790,36,Male,IT,Data Analyst,15,176380.46,4,3,No,35,9,5,4,Yes
EMP0791,27,Male,IT,Data Analyst,10,98409.55,1,2,No,15,7,4,2,No
EMP0792,51,Male,Finance,Accountant,20,62989.61,2,1,Yes,29,7,6,2,Yes
EMP0793,59,Female,Sales,Sales Executive,5,63601.78,1,2,No,3,9,0,4,Yes
EMP0794,23,Male,IT,Data Analyst,8,98169.25,4,2,Yes,11,3,4,4,No
EMP0795,36,Male,IT,System Admin,12,101860.82,1,1,Yes,3,5,1,4,No
EMP0796,32,Female,Finance,Accountant,7,93650.55,3,3,No,28,5,0,3,No
EMP0797,29,Male,HR,HR Executive,13,47134.36,2,3,No,10,4,6,2,Yes
EMP0798,47,Male,HR,Recruiter,0,63004.97,3,1,Yes,50,0,5,2,Yes
EMP0799,26,Male,Finance,Finance Manager,16,176451.26,3,2,No,33,2,2,2,No
EMP0800,27,Male,Operations,Logistics Officer,4,86538.59,2,2,Yes,48,6,2,4,Yes
EMP0801,47,Female,IT,System Admin,1,40923.47,2,2,No,16,7,6,3,Yes
EMP0802,25,Male,IT,Data Analyst,8,198312.1,1,4,No,59,1,4,4,No
EMP0803,40,Male,Finance,Accountant,3,100261.39,2,3,No,10,2,4,1,No
EMP0804,41,Female,Operations,Operations Executive,16,65121.47,3,2,No,33,3,0,1,No
EMP0805,54,Female,Operations,Operations Executive,16,82070.75,3,3,No,36,4,0,2,No
EMP0806,41,Female,IT,IT Support,20,112020.76,4,2,No,3,2,5,4,No
EMP0807,33,Male,Sales,Sales Manager,17,288524.82,2,1,Yes,5,4,4,1,Yes
EMP0808,22,Male,IT,IT Support,15,45704.86,3,1,No,12,7,1,1,No
EMP0809,47,Female,Finance,Financial Analyst,7,125444.4,4,3,No,57,7,2,4,Yes
EMP0810,35,Female,IT,Data Analyst,10,181177.38,4,3,No,44,1,5,3,Yes
EMP0811,59,Male,IT,Data Analyst,20,157305.56,1,1,Yes,13,5,0,4,Yes
EMP0812,58,Male,Finance,Financial Analyst,20,158086.93,3,4,Yes,24,3,1,4,No
EMP0813,32,Male,IT,Data Analyst,17,184018.58,1,1,Yes,44,8,4,3,Yes
EMP0814,57,Female,Operations,Logistics Officer,9,110457.58,3,2,No,57,9,3,2,No
EMP0815,34,Male,IT,Software Engineer,12,112781.33,1,4,No,32,1,0,2,No
EMP0816,24,Male,IT,IT Support,16,38536.43,1,1,Yes,16,7,5,2,Yes
EMP0817,54,Male,IT,Software Engineer,17,78971.34,2,4,No,32,0,3,3,No
EMP0818,27,Female,Finance,Accountant,9,96645.86,1,4,No,45,5,1,1,Yes
EMP0819,31,Female,Sales,Sales Representative,15,98123.42,2,4,Yes,37,9,6,3,Yes
EMP0820,26,Male,Sales,Sales Manager,19,301679.05,4,3,No,56,0,2,4,Yes
EMP0821,44,Female,Operations,Operations Executive,4,45010.86,3,1,No,36,1,6,3,Yes
EMP0822,31,Female,Sales,Sales Representative,12,101767.85,4,3,No,21,2,6,1,Yes
EMP0823,23,Male,HR,HR Manager,17,330027.83,3,3,No,47,8,6,1,Yes
EMP0824,34,Male,HR,Recruiter,16,37752.22,4,2,Yes,12,4,1,4,Yes
EMP0825,23,Male,IT,System Admin,8,71742.88,3,2,No,51,9,2,2,No
EMP0826,41,Female,HR,Recruiter,13,45657.97,1,4,Yes,21,9,1,1,Yes
EMP0827,22,Female,Sales,Sales Representative,16,60372.93,3,4,Yes,51,1,6,1,No
EMP0828,58,Female,HR,HR Executive,3,31627.3,3,2,No,21,9,0,1,No
EMP0829,30,Female,IT,System Admin,17,66029.69,4,2,No,43,4,6,4,No
EMP0830,38,Male,HR,HR Manager,19,287469.23,4,1,No,53,4,0,1,No
EMP0831,30,Female,Sales,Sales Executive,14,85762.43,4,4,Yes,6,0,5,2,Yes
EMP0832,32,Male,HR,HR Executive,10,89714.13,2,4,No,9,2,6,4,Yes
EMP0833,36,Male,Sales,Sales Executive,11,105266.22,2,2,No,1,4,3,2,No
EMP0834,45,Female,Sales,Sales Manager,8,203865.73,3,1,No,12,8,1,1,No
EMP0835,59,Female,Sales,Sales Representative,12,40843.36,3,2,No,58,9,6,1,Yes
EMP0836,56,Male,Sales,Sales Executive,14,106638.35,1,2,No,14,0,1,2,Yes
EMP0837,51,Female,Finance,Financial Analyst,14,98793.54,1,3,No,6,7,6,4,No
EMP0838,52,Female,Sales,Sales Representative,4,117728.41,3,4,Yes,1,0,3,4,Yes
EMP0839,26,Male,Operations,Logistics Officer,18,105828.44,2,1,No,22,8,6,2,Yes
EMP0840,35,Female,Operations,Operations Executive,19,75078.89,3,3,Yes,34,5,4,1,Yes
EMP0841,32,Male,HR,HR Executive,13,118327.93,1,4,Yes,56,0,5,3,Yes
EMP0842,30,Male,Sales,Sales Representative,16,38763.91,2,2,Yes,11,7,1,2,Yes
EMP0843,55,Male,IT,Data Analyst,17,116367.89,2,1,Yes,3,4,5,2,Yes
EMP0844,33,Female,Finance,Financial Analyst,20,156586.93,1,4,Yes,42,6,1,2,Yes
EMP0845,56,Female,IT,Data Analyst,2,122000.82,3,2,Yes,6,6,1,1,No
EMP0846,56,Male,Sales,Sales Manager,1,382093.14,4,3,Yes,6,6,4,4,No
EMP0847,22,Male,HR,Recruiter,0,35906.35,3,1,No,20,5,6,1,Yes
EMP0848,43,Female,Finance,Financial Analyst,9,145929.42,3,4,Yes,21,7,0,2,No
EMP0849,50,Male,Finance,Financial Analyst,18,150903.95,1,3,No,2,8,5,1,No
EMP0850,29,Female,Sales,Sales Manager,16,313182.03,2,2,Yes,26,1,3,1,No
EMP0851,32,Female,HR,HR Executive,11,53009.96,1,2,No,31,6,5,2,No
EMP0852,58,Male,Sales,Sales Executive,0,62810.98,3,4,No,26,1,6,1,No
EMP0853,35,Female,Sales,Sales Executive,11,105931.25,4,2,No,56,5,4,3,No
EMP0854,51,Male,Operations,Logistics Officer,16,47544.85,4,1,No,32,1,2,1,Yes
EMP0855,56,Female,Sales,Sales Executive,2,104418.11,4,4,Yes,10,9,2,1,No
EMP0856,42,Female,Sales,Sales Manager,10,290663.86,1,3,No,23,5,4,4,No
EMP0857,58,Female,Sales,Sales Executive,16,98596.88,2,4,No,58,1,6,4,No
EMP0858,26,Male,Operations,Logistics Officer,2,94224.66,1,4,No,6,0,4,2,No
EMP0859,40,Female,Finance,Finance Manager,7,201877.87,4,3,No,23,6,0,2,No
EMP0860,35,Male,HR,Recruiter,19,81193.15,3,2,Yes,28,2,5,4,No
EMP0861,47,Male,Finance,Accountant,3,108095.08,2,3,No,49,3,6,3,No
EMP0862,25,Male,Sales,Sales Executive,20,68890.46,1,1,Yes,30,5,5,1,No
EMP0863,46,Female,IT,IT Support,6,116993.17,1,2,No,14,4,2,3,No
EMP0864,46,Male,IT,System Admin,13,70699.36,2,4,Yes,37,3,6,3,No
EMP0865,39,Female,Sales,Sales Manager,13,185696.41,2,2,No,55,8,3,4,No
EMP0866,29,Female,IT,Data Analyst,3,126732.16,3,2,Yes,32,5,5,2,No
EMP0867,35,Male,Operations,Operations Manager,15,387925.6,2,1,Yes,49,5,1,1,No
EMP0868,53,Female,Sales,Sales Executive,0,58774.88,3,2,No,34,1,1,2,No
EMP0869,59,Male,Sales,Sales Manager,16,367024.54,4,2,No,41,5,0,3,Yes
EMP0870,54,Female,Sales,Sales Executive,9,109312.56,4,2,No,44,6,6,3,No
EMP0871,44,Female,Sales,Sales Manager,15,237546.63,1,4,Yes,51,7,0,2,Yes
EMP0872,36,Male,Operations,Operations Manager,15,170814.41,4,2,Yes,22,7,6,2,Yes
EMP0873,54,Female,IT,Data Analyst,7,166946.95,4,3,No,31,8,2,4,Yes
EMP0874,46,Male,IT,Software Engineer,6,58036.11,3,2,No,7,9,3,2,No
EMP0875,38,Male,Finance,Finance Manager,5,345730.9,1,1,No,41,2,3,2,No
EMP0876,54,Female,Sales,Sales Representative,15,69838.94,2,2,No,21,9,4,4,No
EMP0877,23,Male,IT,IT Support,19,73674.01,1,2,No,16,6,0,2,No
EMP0878,35,Male,IT,Data Analyst,15,173349.13,4,4,No,20,6,6,3,No
EMP0879,27,Male,HR,HR Manager,6,245590.83,2,3,No,43,0,5,2,Yes
EMP0880,27,Female,Operations,Operations Manager,8,260781.84,1,2,No,44,7,1,1,Yes
EMP0881,24,Male,Finance,Finance Manager,13,244047.62,1,3,No,47,3,5,3,No
EMP0882,28,Male,IT,Data Analyst,10,124080.86,1,1,No,50,4,1,4,Yes
EMP0883,29,Female,Finance,Finance Manager,13,281486.64,1,4,No,19,5,2,3,No
EMP0884,36,Female,Sales,Sales Executive,6,102791.95,3,3,Yes,48,2,1,4,No
EMP0885,50,Male,Sales,Sales Representative,0,62559.15,1,4,Yes,32,4,5,1,No
EMP0886,54,Male,Sales,Sales Manager,12,281063.68,4,2,Yes,15,9,5,1,No
EMP0887,51,Male,IT,Software Engineer,19,90365.46,4,1,No,5,4,3,3,Yes
EMP0888,48,Male,IT,Software Engineer,2,54249.55,3,4,Yes,11,0,6,2,No
EMP0889,57,Male,HR,Recruiter,19,54977.05,2,2,Yes,15,2,3,3,Yes
EMP0890,50,Female,Operations,Operations Executive,3,114007.18,2,3,No,29,2,0,3,Yes
EMP0891,59,Female,IT,System Admin,10,95118.11,4,1,No,50,0,5,1,No
EMP0892,54,Female,IT,System Admin,1,81946.8,4,1,No,45,6,6,4,Yes
EMP0893,58,Male,Sales,Sales Manager,13,311930.01,3,3,No,4,0,2,3,No
EMP0894,48,Female,Sales,Sales Manager,11,157324.86,2,3,No,49,6,1,2,No
EMP0895,54,Male,HR,HR Manager,16,304525.74,2,1,No,36,3,0,1,Yes
EMP0896,25,Female,IT,Software Engineer,11,75855.8,1,4,No,48,8,4,3,Yes
EMP0897,43,Female,Finance,Financial Analyst,11,145489.96,1,1,No,23,6,4,3,No
EMP0898,23,Male,Sales,Sales Manager,0,239855.96,1,3,Yes,15,4,6,2,No
EMP0899,31,Female,Sales,Sales Executive,12,37332.65,3,4,No,46,6,1,3,No
EMP0900,26,Male,IT,Software Engineer,13,47400.53,4,2,Yes,44,8,1,3,Yes
EMP0901,31,Female,Sales,Sales Manager,1,387686.18,3,1,Yes,3,9,6,3,No
EMP0902,54,Male,Sales,Sales Manager,11,252174.89,2,3,No,32,5,1,3,No
EMP0903,59,Male,Finance,Accountant,20,72001.48,4,2,Yes,10,0,3,2,Yes
EMP0904,34,Female,Sales,Sales Representative,15,34743.88,1,1,No,40,5,1,3,No
EMP0905,52,Male,HR,Recruiter,3,33380.96,3,1,No,38,0,4,3,No
EMP0906,57,Female,Sales,Sales Representative,7,94546.33,3,4,No,22,3,1,3,No
EMP0907,45,Male,Sales,Sales Executive,1,78428.52,1,3,No,14,7,5,1,No
EMP0908,36,Female,IT,IT Support,9,75783.54,3,2,No,17,4,6,2,No
